Source,Catalog,Site,Locus,ProvString,Component,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType
Ruby,26HU4962-10-3686,26HU4962,A,PL Artifact 8,Non-component,1,0.7,Obsidian,Proximal fragment,-11.5,-8.9,-13.7,3.7,18.5,10.7,136,216,,8.9,DSA rule,Elko?
Ruby,26HU4962-10-3687,26HU4962,A,PL Artifact 9,Non-component,1,1.8,Obsidian,Proximal fragment,-20,-17.2,-16,4.8,11.2,,,,,,,Humboldt
Ruby,26HU4962-10-3688,26HU4962,A,PL Artifact 10,Non-component,1,0.7,Obsidian,Proximal fragment,-17.5,-15.3,11.5,3.2,-3.9,,,,,,"thin, small",Humboldt?
Ruby,26HU4962-10-3689,26HU4962,A,PL Artifact 11,Non-component,1,1.6,Obsidian,Proximal fragment,-16.6,-13.9,24.3,4.7,12.9,11.2,113,150,,8.7,,Elko?
Ruby,26HU4962-10-3690,26HU4962,A,PL Artifact 12,Non-component,1,1.3,Obsidian,Proximal fragment,-15.8,-15.1,-14.1,-6.1,9,,,,,,,Humboldt
Ruby,26HU4962-10-3691,26HU4962,A,PL Artifact 13,Non-component,1,1.2,Obsidian,Proximal fragment,-15.1,-14.1,-15.8,4.8,11.9,,,,,,,Indeterminate
Ruby,26HU4962-10-3692,26HU4962,A,PL Artifact 14,Non-component,1,2,Obsidian,Proximal fragment,-22.6,-19.8,20.6,4.3,-6.6,10,106,153,,6.4,PSA rule; base broken,Elko
Ruby,26HU4962-10-3693,26HU4962,A,PL Artifact 16,Non-component,1,1.4,Obsidian,Proximal fragment,-18.1,-13.1,-18.3,4.2,15.1,,,,,,,Humboldt
Ruby,26HU4962-10-3694,26HU4962,NL,PL Artifact 17,Non-component,1,3.9,Obsidian,Proximal fragment,-32.9,-30.2,18.3,7.5,16.5,11.6,121,201,,10.1,Gatecliff like,Elko
Ruby,26HU4962-10-3695,26HU4962,A,PL Artifact 19,Non-component,1,1.5,Obsidian,Proximal fragment,-23.8,-22.5,15.6,3.9,10.7,,,,,,,Humboldt
Ruby,26HU4962-10-3696,26HU4962,A,PL Artifact 23,Non-component,1,0.7,Obsidian,Whole,24.7,23.7,10.4,3,8,,,,66,,reworked; small,Humboldt
Ruby,26HU4962-10-3697,26HU4962,A,PL Artifact 24,Non-component,1,0.6,Obsidian,Proximal fragment,-16.6,-14.5,-11.4,-3.2,-10.6,,,,,,,Humboldt
Ruby,26HU4962-10-3698,26HU4962,A,PL Artifact 25,Non-component,1,0.9,Obsidian,Proximal fragment,-18.1,-15.8,11.6,3.9,10.3,,,,,,,Humboldt
Ruby,26HU4962-10-3699,26HU4962,A,PL Artifact 26,Non-component,1,0.5,Obsidian,Proximal fragment,-10.4,-5.9,-16.1,3.8,11.3,,,,,,,Humboldt
Ruby,26HU4962-10-3700,26HU4962,A,PL Artifact 27,Non-component,1,1,Obsidian,Proximal fragment,-15.5,-10,-18.1,3.7,13.4,12.4,114,210,,8.4,PSA rule,Gatecliff
Ruby,26HU4962-10-3701,26HU4962,A,PL Artifact 28,Non-component,1,1.2,Obsidian,Proximal fragment,-15.5,-10.2,-17.7,4.8,11.1,,,,,,reworked,Humboldt?
Ruby,26HU4962-10-3702,26HU4962,A,PL Artifact 29,Non-component,1,0.9,Obsidian,Proximal fragment,-14.5,-10.1,-19.6,-3.7,14.2,,,,,,,Humboldt
Ruby,26HU4962-10-3703,26HU4962,A,PL Artifact 30,Non-component,1,0.8,Obsidian,Proximal fragment,-11.2,-10.1,-14.9,3.8,11.8,,,,,,,Humboldt
Ruby,26HU4962-10-3704,26HU4962,A,PL Artifact 32,Non-component,1,0.7,Obsidian,Proximal fragment,-13.8,-11.1,-14.2,3.9,9.2,,,,,,,Humboldt
Ruby,26HU4962-10-3705,26HU4962,A,PL Artifact 34,Non-component,1,1.1,Obsidian,Proximal fragment,-20.5,-16.6,13.5,3.9,15.2,,,,,,,Humboldt
Ruby,26HU4962-10-3706,26HU4962,A,PL Artifact 35,Non-component,1,1.2,Obsidian,Proximal fragment,-14.6,-10.5,-18.3,4.4,15.5,,,,,,,Humboldt?
Ruby,26HU4962-10-3707,26HU4962,A,PL Artifact 36,Non-component,1,0.7,Obsidian,Proximal fragment,-12.55,-9.9,-12.2,4,11,,,,,,,Humboldt?
Ruby,26HU4962-10-3708,26HU4962,NL,PL Artifact 37,Non-component,1,2.9,Obsidian,Proximal fragment,-23.6,-21.2,18.8,6.4,17.3,,,,,,,Humboldt
Ruby,26HU4962-10-3709,26HU4962,NL,PL Artifact 38,Non-component,1,2,Obsidian,Proximal fragment,-32.9,-32.6,-16.4,4.3,-9.3,11,122,184,,7,,Elko
Ruby,26HU4962-10-3710,26HU4962,NL,PL Artifact 40,Non-component,1,0.7,Obsidian,Proximal fragment,-21.7,-16.8,13.8,2.8,-3,6.2,208,212,,-12.6,,Desert Side-notched
Ruby,26HU4962-10-3711,26HU4962,NL,PL Artifact 42,Non-component,1,0.5,Obsidian,Nearly complete,-20.8,-16.8,-9.4,3,-4.1,8.1,146,191,,5.8,,Desert Side-notched
Ruby,26HU4962-10-3712,26HU4962,NL,PL Artifact 43,Non-component,1,0.7,Obsidian,Nearly complete,-23.4,-23.1,9.7,3.1,8.9,5.8,141,204,,5.3,DSA looks ok on other side,Rosegate
Ruby,26HU4962-10-3713,26HU4962,NL,PL Artifact 44,Non-component,1,1.7,Obsidian,Proximal fragment,-21.5,-20.4,15.3,5.3,12.3,,,,,,,Humboldt
Ruby,26HU4962-10-3714,26HU4962,NL,PL Artifact A,Non-component,1,0.6,Obsidian,Proximal fragment,21.2,18.8,13.2,3,-9.5,-7.1,129,164,,7.1,extrapolating NW,Rosegate?
Ruby,26HU4962-10-3715,26HU4962,B,PL Artifact E,Non-component,1,0.6,Obsidian,Proximal fragment,-14.6,-10.5,-14.3,4.3,-14.7,-7.1,131,196,,9.4,,Northern Side-notched
Ruby,26HU4962-10-3716,26HU4962,B,PL Artifact F,Non-component,1,0.9,Obsidian,Proximal fragment,-16.2,-9.8,19.6,3.1,23.6,9.8,147,,,-16.2,,Northern Side-notched
Ruby,26HU4962-10-3717,26HU4962,NL,PL Artifact G,Non-component,1,1,Obsidian,Proximal fragment,-14.4,-11.2,-15.1,-4.3,22.9,9,157,215,,10.6,,Northern Side-notched
Ruby,26HU4962-10-3718,26HU4962,NL,PL Artifact H,Non-component,1,1.1,Obsidian,Proximal fragment,-12.9,-11.1,-22.2,3.6,-17.7,-8.9,144,,,-11.4,,Northern Side-notched?
Ruby,26HU4962-10-3719,26HU4962,NL,PL Artifact I,Non-component,1,0.9,Obsidian,Proximal fragment,-16.4,-14.9,-13.2,-4.9,-13.8,-6.6,151,158,,-8,PSA rule; base broken,Elko?
Ruby,26HU4962-10-3720,26HU4962,NL,PL Artifact P,Non-component,1,2.2,Obsidian,Medial fragment,-29.6,-24.8,22.4,3.9,22.3,-8,,136,,,no PSA,Elko?
Ruby,26WA8766-10-3721,26WA8766,NL,PL Artifact 1,Non-component,1,3.1,Obsidian,Proximal fragment,-26.6,-26.4,-23.6,4.6,14.3,12.6,107,152,,7.7,,Elko
Ruby,26HU4792-10-3722,26HU4792,IJ,PL Artifact 2,Non-component,1,1,Cryptocrystalline silicate,Proximal fragment,-22.3,-19,16.1,3.6,15.9,8.9,164,170,,9.1,nice,Northern Side-notched
Ruby,26HU4793-10-3723,26HU4793,NL,PL Artifact 2,Non-component,1,2.4,Obsidian,Medial fragment,-22.2,-21.8,-25.6,4.4,,,,150,,,,Indeterminate
Ruby,26HU4793-10-3724,26HU4793,NL,PL Artifact 11,Non-component,1,1.2,Cryptocrystalline silicate,Proximal fragment,-20.4,-20,-17.3,3.2,-8.8,8.2,114,138,,5.4,,Rosegate
Ruby,26HU4805-10-3725,26HU4805,NL,PL Artifact 1,Non-component,1,2,Obsidian,Whole,-33.9,-33.9,12,5.1,,,,,,,,Lanceolate
Ruby,26HU4805-10-3726,26HU4805,B,PL Artifact 2,Non-component,1,0.3,Cryptocrystalline silicate,Whole,-16.5,-16.2,11.2,1.8,11.2,7.4,162,194,,3.9,"Nearly complete, just missing tip",Desert Side-notched
Ruby,26HU4807-10-3729,26HU4807,-,PL Artifact 1,,1,0.4,Cryptocrystalline silicate,Proximal fragment,-19.3,-15.6,9.9,1.7,-10,,,,,,,Cottonwood
Ruby,26HU4962-10-3814,26HU4962,A,PL Artifact 15,Non-component,1,0.8,Obsidian,Medial fragment,-15.4,-15.2,15.5,3.8,,5.2,106,131,,-2.4,,Rosegate
Ruby,26HU4962-10-3815,26HU4962,A,PL Artifact 18,Non-component,1,1.1,Obsidian,Proximal fragment,-14,-12.9,23.7,3.1,,-14.1,120,157,,-4.9,,Elko
Ruby,26HU4962-10-3816,26HU4962,A,PL Artifact 21,Non-component,1,0.7,Cryptocrystalline silicate,Proximal fragment,-14.8,-10.1,12.9,4.1,12.3,,,,,,,Humboldt
Ruby,26HU4962-10-3817,26HU4962,A,PL Artifact 22,Non-component,1,1.4,Obsidian,Proximal fragment,-24.6,-21,15.8,4.2,-4.2,-10.2,,164,,-8.1,PSA looks measureable,Elko?
Ruby,26HU4962-10-3818,26HU4962,A,PL Artifact 31,Non-component,1,1.1,Obsidian,Proximal fragment,-20.5,-15.6,14.7,3.9,12.2,,,,,,don’t have point to look at EG,Great Basin Concave Base?
Ruby,26HU4962-10-3819,26HU4962,A,PL Artifact 33,Non-component,1,2.3,Obsidian,Nearly complete,-27.8,-27.4,-23.5,4.2,11.2,12.7,109,167,,4.7,one notch,Elko?
Ruby,26HU4962-10-3820,26HU4962,NL,PL Artifact 39,Non-component,1,2.3,Obsidian,Proximal fragment,-26.1,-25.1,17.1,4.6,12.9,,,,,,don’t have point to look at EG,Great Basin Concave Base?
Ruby,26HU4962-10-3821,26HU4962,NL,PL Artifact B,Non-component,1,0.7,Obsidian,Medial fragment,-16.4,-13.1,14.5,2.9,-3.4,-7.5,,133,,,,Indeterminate
Ruby,26HU4962-10-3822,26HU4962,B,PL Artifact C,Non-component,1,1.7,Obsidian,Medial fragment,-13.2,-11.9,-22.2,-6.1,-10.8,11.1,89,148,,-4.5,,Dart-sized
Ruby,26HU4962-10-3823,26HU4962,B,PL Artifact D,Non-component,1,1.9,Obsidian,Medial fragment,-20.5,-20.5,-20.3,4.9,-5.2,-10.6,96,148,,-4.2,PSA rule,Elko?
Ruby,26HU4962-10-3824,26HU4962,NL,PL Artifact K,Non-component,1,0.8,Obsidian,Medial fragment,-15.8,-15.4,-15.5,3.9,10.7,-8.6,132,,,-8.1,,Indeterminate
Ruby,26HU4962-10-3825,26HU4962,NL,PL Artifact J,Non-component,1,2.2,Obsidian,Proximal fragment,-18.8,-18.5,-24.1,6.8,13.9,-15.2,122,194,,-10.4,,Dart-sized
Ruby,26HU4962-10-3826,26HU4962,NL,PL Artifact Q,Non-component,1,2,Obsidian,Proximal fragment,-27.6,-25,14.7,6.7,14.7,,,,,,,Humboldt?
Ruby,26HU4962-10-3862,26HU4962,NL,PL Artifact L,Non-component,1,2.2,Obsidian,Proximal fragment,-25.1,-23.1,-18.7,4.8,10.6,11.7,121,216,,7.9,DSA rule,Elko?
Ruby,26HU5272-10-3864,26HU5272,NL,PL Artifact PA-83,Non-component,1,0.3,Cryptocrystalline silicate,Proximal fragment,-12,-9.6,11.5,1.9,-6,-8.6,162,200,,-4.4,NW rule,Desert Side-notched
Ruby,26WA8756-10-3871,26WA8756,NL,PL Artifact 1,Non-component,1,1.9,Obsidian,Proximal fragment,-22.4,-20.5,19,5,11.5,10.3,111,199,,7.5,DSA rule,Elko?
Ruby,26WA8766-10-3872,26WA8766,NL,PL Artifact 5,Non-component,1,5.1,Obsidian,Proximal fragment,-35.5,-32.3,-22.8,6.6,15.1,12.5,113,210,,10,PSA is high,Gatecliff
Ruby,26WA8771-10-3883,26WA8771,-,PL Artifact 1,,1,2.3,Obsidian,Proximal fragment,-30.6,-28,-19.5,4.3,-5,10,119,199,,9.3,DSA rule,Elko
Ruby,26WA8771-10-3884,26WA8771,-,PL Artifact 2,,1,2.9,Obsidian,Proximal fragment,-27.5,-22.8,-24.3,4.9,-4,-13,112,158,,-7.4,,Elko
Ruby,26WA8772-10-3885,26WA8772,NL,PL Artifact 1,Non-component,1,11.2,Obsidian,Proximal fragment,-48.4,-45.8,25,8.1,20.3,,,,,,,Humboldt
Ruby,26WA8773-10-3886,26WA8773,-,PL Artifact 1,,1,0.9,Obsidian,Proximal fragment,-13.4,-11.9,-15.9,4,15.8,8.9,131,194,,10.2,DSA rule,Elko
Ruby,26HU4960-10-3887,26HU4960,NL,PL Artifact 5,Non-component,1,1.6,Obsidian,Proximal fragment,-24.5,-14.7,-23.5,4.1,-4.7,-13,115,140,,-6.1,Deeply split stem,Elko
Ruby,26HU4961-10-3888,26HU4961,-,PL Artifact 1,Middle Archaic,1,1.9,Obsidian,Proximal fragment,-26.6,-25,-20,3.9,-5.3,-10.7,125,158,,-5.9,,Elko
Ruby,26HU4960-10-3889,26HU4960,NL,PL Artifact 4,Non-component,1,2,Obsidian,Proximal fragment,-23.7,-18.8,21,5.1,14.7,12,117,197,,7.1,DSA rule (but see other side),Elko
Ruby,26HU4962-10-3895,26HU4962,NL,PL Artifact 45,Non-component,1,4.1,Obsidian,Proximal fragment,-29.6,-25.2,19.2,6.6,-5.1,,,,,,,Humboldt
Ruby,26HU5272-10-3896,26HU5272,NL,PL Artifact PA-61,Non-component,1,2.5,Obsidian,Proximal fragment,-31.8,-28.9,-22.8,4.7,17.1,11.8,118,134,,10.6,Eared/split stem,Elko
Ruby,26EK11812-10-3941,26EK11812,-,PL Artifact 2,Non-component,1,1.8,Obsidian,Proximal fragment,-22.5,-19.8,-20.6,4,-19.3,11.2,146,148,,8.9,,Elko
Ruby,26EK11812-10-3942,26EK11812,-,PL Artifact 1,Non-component,1,5.2,Cryptocrystalline silicate,Proximal fragment,-33.2,-29.3,24.5,6,20.2,,,,,,,Humboldt
Ruby,26EK11844-10-3951,26EK11844,-,PL Artifact 1,Non-component,1,0.9,Cryptocrystalline silicate,Nearly complete,25.9,25.9,-13.3,3,-6.1,5.6,108,128,,4.4,,Rosegate
Ruby,26EK11844-10-3952,26EK11844,-,PL Artifact 2,Non-component,1,2,Cryptocrystalline silicate,Proximal fragment,-18.3,-13.3,22.8,5.4,13.7,15.9,90,206,,12,,Gatecliff
Ruby,26EK-ISO-10-3953,26EK-ISO,-,-,,1,0.5,Cryptocrystalline silicate,Proximal fragment,-17.1,-16.9,16.5,2,-2.6,4.8,101,111,,3.8,,Rosegate
Ruby,26EK11846-10-3954,26EK11846,NL,PL Artifact 1,,1,0.6,Cryptocrystalline silicate,Medial fragment,-18.4,-16.3,12.3,2.2,,7.7,136,168,,-5.4,split stem,Rosegate
Ruby,26EK5139-10-3961,26EK5139,NL,PL Artifact 13,Non-component,1,4.6,Cryptocrystalline silicate,Proximal fragment,-34.6,-30.1,21.5,5.3,15.6,,,,,,,Humboldt
Ruby,26EK5139-10-3962,26EK5139,NL,PL Artifact 14,Non-component,1,2.8,Cryptocrystalline silicate,Proximal fragment,-29.2,-26.2,-20.2,5.7,11.8,12.7,90,160,,10.7,,Gatecliff
Ruby,26EK5139-10-3963,26EK5139,PC,PL Artifact 15,Early Archaic (Locus PC),1,1.9,Cryptocrystalline silicate,Proximal fragment,-18.8,-13.4,-23.6,4.7,12.8,,,,,,,Indeterminate
Ruby,26WA8650-10-3964,26WA8650,-,PL Artifact 1,Non-component,1,6.3,Obsidian,Whole,57.5,57.4,20.8,7.5,,,,,49,,,Lanceolate
Ruby,26WA8677-10-3974,26WA8677,-,PL Artifact 1,Non-component,1,2.4,Obsidian,Proximal fragment,-25.7,-22,20.9,4.1,17.2,,,,,,,Great Basin Concave Base?
Ruby,26HU4945-10-3979,26HU4945,NL,PL Artifact 10,Non-component,1,0.8,Obsidian,Proximal fragment,-16.8,-16.1,-18,4.6,-12.9,-8.6,133,167,,8.7,base incomplete; orientation?,Elko?
Ruby,26EK11850-10-71,26EK11850,-,PL Artifact 2,Non-component,1,3.7,Cryptocrystalline silicate,Proximal fragment,-32.4,-31.9,19,6.6,12,9.9,138,204,,9.5,asymmetrical,Elko?
Ruby,26EK-ISO-10-77,26EK-ISO,-,-,,1,4.5,Cryptocrystalline silicate,Nearly complete,-34.9,-32.6,-23.5,6,18.2,12.8,135,191,,8.2,,Elko
Ruby,26EK-ISO-10-91,26EK-ISO,-,-,,1,11.1,Cryptocrystalline silicate,Whole,68.2,64.6,36.9,4.9,25.3,15.6,114,135,,10.8,nice,Elko
Ruby,26EK1524-10-92,26EK1524,-,PL Artifact 1,Non-component,1,0.5,Cryptocrystalline silicate,Distal fragment,-16.2,-15.7,11.4,2.4,,7,92,216,,-1.2,mini Gatecliff,Other Arrow
Ruby,26EK-ISO-10-103,26EK-ISO,-,-,,1,2.7,Cryptocrystalline silicate,Proximal fragment,-24.8,-24.5,-20.8,5.2,14.5,13.1,114,195,,6.8,,Elko?
Ruby,26EK11789-10-105,26EK11789,NL,PL Artifact 1,Non-component,1,1.5,Cryptocrystalline silicate,Nearly complete,-26,-24.9,17.6,3.8,,10.6,73,202,,-4.2,,Gatecliff
Ruby,26EK11790-10-111,26EK11790,-,PL Artifact 1,Non-component,1,0.4,Cryptocrystalline silicate,Proximal fragment,-11.6,-9.7,14,2.6,-4.2,9,125,188,,-5.9,,Rosegate
Ruby,26EK11790-10-112,26EK11790,-,PL Artifact 2,Non-component,1,6.4,Cryptocrystalline silicate,Proximal fragment,-39.9,-38.7,23.8,6.5,11.3,15.2,115,136,,4.9,,Elko?
Ruby,26EK11790-10-114,26EK11790,-,PL Artifact 4,Non-component,1,6.4,Cryptocrystalline silicate,Proximal fragment,-37.9,-37.3,22.5,6,11.7,,,,,,,Great Basin Stemmed
Ruby,26EK11790-10-115,26EK11790,-,PL Artifact 5,Non-component,1,2.5,Cryptocrystalline silicate,Proximal fragment,-27.3,-27,-22,3.9,-5.5,-11.2,77,138,,6.1,,Contracting Stem Dart
Ruby,26EK-ISO-10-126,26EK-ISO,-,-,,1,5.8,Cryptocrystalline silicate,Proximal fragment,-38.8,-35.5,22.4,6.7,15.5,14,106,196,,14,,Gatecliff
Ruby,26EK11792-10-127,26EK11792,NL,PL Artifact 1,Early Archaic/Middle Archaic,1,1.6,Cryptocrystalline silicate,Nearly complete,-26.6,-24.4,15.6,4.8,,,,,,,,Humboldt
Ruby,26EK11792-10-128,26EK11792,NL,PL Artifact 2,Early Archaic/Middle Archaic,1,2.3,Cryptocrystalline silicate,Proximal fragment,-25.4,-25.3,18.4,5,11.7,12.3,107,192,,6.4,PSA rule,Elko?
Ruby,26EK11792-10-129,26EK11792,NL,PL Artifact 3,Early Archaic/Middle Archaic,1,1.6,Cryptocrystalline silicate,Proximal fragment,-20.1,-19.1,-16.9,4.5,9.5,,,,,,,Humboldt
Ruby,26EK11792-10-130,26EK11792,NL,PL Artifact 4,Early Archaic/Middle Archaic,1,0.5,Cryptocrystalline silicate,Proximal fragment,-10,-8.8,-14.3,-3.5,-7.1,-11.7,138,,,-10,,Elko?
Ruby,26EK12129-10-134,26EK12129,NL,PL Artifact 1,Non-component,1,0.4,Cryptocrystalline silicate,Nearly complete,-20.7,-20.4,10.3,2.5,-4.4,6,148,197,,-4.9,,Desert Side-notched
Ruby,26EK12129-10-135,26EK12129,NL,PL Artifact 2,Non-component,1,1.2,Cryptocrystalline silicate,Medial fragment,-24.6,-23.4,15.3,3,,,,129,,,"no NW, PSA",Rosegate?
Ruby,26EK12130-10-137,26EK12130,A,PL Artifact 2,Terminal Prehistoric,1,1.2,Cryptocrystalline silicate,Nearly complete,-29.1,25.1,12,4.2,-4.3,-6.3,161,201,,-7.9,,Desert Side-notched
Ruby,26EK12130-10-138,26EK12130,NL,PL Artifact 3,Terminal Prehistoric,1,1.6,Obsidian,Proximal fragment,-24,-23.7,-16.3,3.7,-14.2,,,,,,,Cottonwood
Ruby,26EK12130-10-139,26EK12130,NL,PL Artifact 4,Terminal Prehistoric,1,1,Obsidian,Proximal fragment,-19.9,-18.5,18.4,3.3,-6,7.7,106,143,,7,,Rosegate
Ruby,26EK-ISO-10-144,26EK-ISO,-,-,,1,1,Cryptocrystalline silicate,Whole,28.3,24.5,14.4,3.4,14.8,9.7,146,199,,8.8,DAI too high,Desert Side-notched
Ruby,26EK-ISO-10-146,26EK-ISO,-,-,,1,2.4,Cryptocrystalline silicate,Proximal fragment,-26.7,-25.5,-20.1,4,20.6,14.1,138,190,,8.1,,Elko
Ruby,26EK2025-10-147,26EK2025,-,PL Artifact 1,Non-component,1,2.8,Obsidian,Proximal fragment,-19.8,-19.6,-19.5,7.3,16,15.3,101,204,,-9.7,,Great Basin Stemmed
Ruby,26EK2025-10-148,26EK2025,-,PL Artifact 2,Non-component,1,3.6,Basalt,Medial fragment,-27.6,-24.8,18.6,5.1,,,,,,,,Great Basin Stemmed?
Ruby,26EK2025-10-149,26EK2025,-,PL Artifact 3,Non-component,1,1.5,Cryptocrystalline silicate,Nearly complete,-22.7,-20.6,-16.7,4.3,12.8,11.2,135,235,,6.5,DSA rule,Elko?
Ruby,26EK2025-10-150,26EK2025,-,PL Artifact 4,Non-component,1,2.7,Obsidian,Proximal fragment,-17,-15.2,-23,7,,,,,,,,Great Basin Stemmed
Ruby,26EK2025-10-152,26EK2025,-,PL Artifact 6,Non-component,1,4.4,Cryptocrystalline silicate,Proximal fragment,-34.4,-30.6,-21.4,-6.7,15,15.5,88,216,,15.1,reworked,Gatecliff
Ruby,26EK11795-10-159,26EK11795,NL,PL Artifact 2,Early Archaic,1,0.9,Cryptocrystalline silicate,Proximal fragment,-14,-12.5,-13.5,-5.7,10.1,,,,,,,Humboldt
Ruby,26EK11796-10-160,26EK11796,NL,PL Artifact 1,Non-component,1,4.1,Basalt,Nearly complete,-30.4,-30.1,27.5,5.4,-10.8,-12.9,117,169,,-5.5,,Elko?
Ruby,26EK11800-10-164,26EK11800,B,PL Artifact 1,Middle Archaic (Locus B),1,2.3,Obsidian,Proximal fragment,-26.6,-22.3,18.3,4.6,-16.6,11.5,130,163,,-7.9,split stem/eared,Elko
Ruby,26EK11805-10-167,26EK11805,B,PL Artifact 1,Non-component,1,6,Cryptocrystalline silicate,Nearly complete,-49,-46.8,-18.5,6.5,12.4,11.5,100,217,,10.9,,Gatecliff
Ruby,26EK11805-10-168,26EK11805,B,PL Artifact 2,Non-component,1,2.7,Obsidian,Nearly complete,-30.3,-28.2,-17.8,5.6,11,9.2,105,207,,10.5,PSA rule,Gatecliff?
Ruby,26EK11805-10-170,26EK11805,B,PL Artifact 4,Non-component,1,2,Obsidian,Proximal fragment,-26.8,-23.9,-15.9,4.7,12.1,11.5,110,202,,10,,Gatecliff
Ruby,26EK11805-10-171,26EK11805,B,PL Artifact 5,Non-component,1,3,Cryptocrystalline silicate,Proximal fragment,-27.4,-25.9,-18.4,6.1,12.8,11.8,96,216,,11.3,,Gatecliff
Ruby,26EK11805-10-172,26EK11805,B,PL Artifact 6,Non-component,1,3.7,Cryptocrystalline silicate,Proximal fragment,-25.2,-23.8,-22.5,5.3,-19.6,-14.8,156,158,,-12.3,,Northern Side-notched
Ruby,26EK11805-10-173,26EK11805,B,PL Artifact 7,Non-component,1,4.6,Obsidian,Proximal fragment,-32.5,-28.4,23.4,6.6,-3.4,,,,,,shouldered?,Other Dart
Ruby,26EK11805-10-174,26EK11805,B,PL Artifact 8,Non-component,1,5.1,Cryptocrystalline silicate,Proximal fragment,-35.9,-28.4,-27.8,4.9,10.8,14.9,100,173,,10.1,,Gatecliff
Ruby,26EK12133-10-192,26EK12133,NL,PL Artifact 4,Non-component,1,1.6,Cryptocrystalline silicate,Proximal fragment,-21,-18.5,-22.3,4.2,-15.5,11.4,154,155,,9.3,,Elko
Ruby,26EK12133-10-193,26EK12133,NL,PL Artifact 5,Non-component,1,4.5,Cryptocrystalline silicate,Proximal fragment,-32.2,-31.9,25.7,4.9,12.9,12,113,139,,7.6,,Elko
Ruby,26EK12133-10-194,26EK12133,NL,PL Artifact 6,Non-component,1,0.8,Cryptocrystalline silicate,Proximal fragment,-14.6,-13.9,17.6,3.7,-4.6,5.9,86,184,,-1.5,,Arrow-sized
Ruby,26EK12133-10-195,26EK12133,NL,PL Artifact 7,Non-component,1,2.2,Obsidian,Whole,-27,-25.7,22.4,4.8,-13.5,13.5,111,169,,-6.5,,Elko
Ruby,26EK12133-10-196,26EK12133,NL,PL Artifact 8,Non-component,1,1.2,Cryptocrystalline silicate,Whole,29.1,29,14.3,4.2,4.9,4.3,100,148,,4.6,,Rosegate
Ruby,26EK12133-10-197,26EK12133,NL,PL Artifact 9,Non-component,1,0.3,Cryptocrystalline silicate,Nearly complete,-17,-14.2,11.3,2.4,12.1,8.7,139,211,,6.9,Metrics say Rosegate,Desert Side-notched
Ruby,26EK12133-10-198,26EK12133,F,PL Artifact 10,Non-component,1,2,Obsidian,Medial fragment,-17.5,-17.5,-19.8,5.5,-13.1,-15.1,70,166,,-6.2,,Dart-sized
Ruby,26EK12133-10-200,26EK12133,D,PL Artifact 12,Non-component,1,0.7,Obsidian,Proximal fragment,-8.7,-6.6,-18.5,-4.7,18.5,-12.7,121,,,-8.7,base only,Elko?
Ruby,26EK12133-10-202,26EK12133,NL,PL Artifact 16,Non-component,1,1.8,Cryptocrystalline silicate,Whole,31.6,31.5,15.9,4.2,8,10.3,103,219,,11,,Contracting Stem Dart
Ruby,26EK12133-10-203,26EK12133,NL,PL Artifact 17,Non-component,1,1.4,Obsidian,Nearly complete,-26.6,24.7,16.4,4.3,6.9,-9.4,136,212,,-7.3,"made on flake, ugly, unfinished?",Indeterminate
Ruby,26EK12133-10-206,26EK12133,NL,PL Artifact 20,Non-component,1,1.2,Obsidian,Proximal fragment,-19.5,-15,-13.3,4.7,12,-9.4,105,,,-19.5,base only; PSA,Gatecliff?
Ruby,26EK11825-10-247,26EK11825,NL,PL Artifact 1,,1,0.7,Cryptocrystalline silicate,Whole,25.7,25.7,11.3,2.8,10.1,,,,33,,,Cottonwood
Ruby,26EK12133-10-201,26EK12133,C,PL Artifact 13,Terminal Prehistoric (Locus C),1,0.8,Cryptocrystalline silicate,Whole,23.7,21.4,14.8,3.1,8.1,8.1,91,188,,5.2,Mini Gatecliff! Tiny,Other Arrow
Ruby,26EK11826-10-248,26EK11826,NL,PL Artifact 1,,1,1.3,Cryptocrystalline silicate,Proximal fragment,-17.6,-17.2,19,4.6,-5,6.7,90,128,,6.3,,Rosegate
Ruby,26EK11826-10-249,26EK11826,NL,PL Artifact 2,,1,1.1,Cryptocrystalline silicate,Whole,30.7,30.6,12.4,3.3,6.9,8.1,88,236,,8.6,,Small Stemmed
Ruby,26EK11826-10-250,26EK11826,NL,PL Artifact 3,,1,1.1,Cryptocrystalline silicate,Proximal fragment,-23.3,-20.1,-15.4,3.7,9.5,7.6,118,143,,5,,Rosegate
Ruby,26EK11827-10-251,26EK11827,-,PL Artifact 1,,1,1.4,Cryptocrystalline silicate,Proximal fragment,-23.6,-23.2,15.8,3.6,8,7.3,119,166,,7.1,,Rosegate
Ruby,26EK-ISO-10-259,26EK-ISO,-,-,,1,1.5,Obsidian,Proximal fragment,-24.4,-22.5,-18.6,4.3,14.9,10.7,124,146,,7.4,,Elko
Ruby,26EK-ISO-10-263,26EK-ISO,-,-,,1,1.9,Cryptocrystalline silicate,Proximal fragment,-21.2,-18.5,23.6,4.2,17.8,13,123,150,,8.2,,Elko
Ruby,26EK11833-10-266,26EK11833,NL,PL Artifact 1,Non-component,1,0.5,Obsidian,Proximal fragment,-11.2,-9.8,-13.8,3.4,,,,,,,,Humboldt
