CatID,ACC,Site,CAT,Locus,ProvString,Component,Description,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType,Analyst,Complete,Notched,Serrated,EdgeGround,BasalThinned,Reworked
32533,26WA8678-10,26WA8678,2965,-,PL Artifact 1,Middle Archaic,PROJECTILE POINT,1,1.6,Obsidian,Proximal fragment,24.6,21.7,21.7,4.1,11,6.4,135,211,,7.5,,Arrow-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32718,26WA8636-10,26WA8636,3174,NL,PL Artifact 4,Non-component,PROJECTILE POINT,1,2.9,Obsidian,Whole,37.5,36.5,17.4,5.7,17.1,11.7,142,216,,9,,Northern Side-notched,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32528,26WA8676-10,26WA8676,2960,-,PL Artifact 1,Non-component,PROJECTILE POINT,1,6.3,Obsidian,Whole,52.5,51.5,19.4,8,14.6,10.4,114,173,,9.6,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32652,26WA8701-10,26WA8701,3102,NL,PL Artifact 6,Non-component,PROJECTILE POINT,1,1.3,Obsidian,Proximal fragment,11.6,9.8,27.2,5.8,27.2,13.3,161,,,11.6,,Northern Side-notched,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32580,26WA8718-10,26WA8718,3012,NL,PL Artifact 1,,PROJECTILE POINT,1,2.3,Obsidian,Proximal fragment,26.8,24,21.2,4.3,4.1,5.2,112,218,,9.2,DSA rule; base incomplete,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32653,26WA8701-10,26WA8701,3103,NL,PL Artifact 8,Non-component,PROJECTILE POINT,1,1.2,Obsidian,Proximal fragment,17,14.1,18.9,5.9,13.7,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33009,26WA8701-10,26WA8701,3441,B,PL Artifact 7,Non-component,PROJECTILE POINT,1,2,Obsidian,Proximal fragment,17.2,15.1,22.1,5.7,21.9,13.4,164,165,,10.4,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33010,26WA8701-10,26WA8701,3442,B,PL Artifact 5,Non-component,PROJECTILE POINT,1,2.3,Obsidian,Medial fragment,21,20.5,21.2,4.8,,9.6,92,139,,,,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33011,26WA8701-10,26WA8701,3443,NL,PL Artifact 4,Non-component,PROJECTILE POINT,1,2.3,Obsidian,Proximal fragment,33.1,28.7,18.9,4.8,2.9,,,,,,no base,Dart-sized,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32664,26WA8714-10,26WA8714,3114,-,PL Artifact 1,,PROJECTILE POINT,1,3,Obsidian,Whole,32.8,29,18.6,6.2,12.7,,,,48,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32657,26WA8702-10,26WA8702,3107,-,PL Artifact 1,,PROJECTILE POINT,1,1.4,Obsidian,Proximal fragment,18,16.3,17.4,4.9,12.1,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32561,26WA8714-10,26WA8714,2993,-,PL Artifact 2,,PROJECTILE POINT,1,0.8,Obsidian,Proximal fragment,20.6,16.1,13.9,3.5,8.6,7.4,124,218,,8.3,,Rosegate?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32700,26WA8700-10,26WA8700,3152,-,PL Artifact 1,,PROJECTILE POINT,1,3.6,Obsidian,Medial fragment,23.5,23,31.6,4.7,9,13.2,88,133,,6.6,,Other Dart,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32686,26WA8696-10,26WA8696,3138,NL,PL Artifact 2,Non-component,PROJECTILE POINT,1,2.7,Obsidian,Proximal fragment,27.3,26.8,23,5.1,17.6,9.8,156,168,,10.1,,Northern Side-notched,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33048,26WA8704-10,26WA8704,3480,NL,PL Artifact 1,Non-component,PROJECTILE POINT,1,1.1,Obsidian,Proximal fragment,18.7,18,16.6,3.3,7.7,7.1,103,136,,5.5,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32776,26WA8779-10,26WA8779,3250,-,PL Artifact 1,,PROJECTILE POINT,1,0.9,Obsidian,Proximal fragment,22.8,22.5,12.9,3.9,8.4,6.7,110,157,,6.6,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32740,26WA8732-10,26WA8732,3201,-,PL Artifact 1,Middle Archaic,PROJECTILE POINT,1,2.1,Obsidian,Whole,31.4,28.9,22.9,4.2,17,10.6,130,132,,8.3,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32668,26WA8723-10,26WA8723,3120,NL,PL Artifact 1,Non-component,PROJECTILE POINT,1,0.5,Obsidian,Medial fragment,12.7,11.9,16.9,3,,8.9,113,140,,,PSA looks suspect,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32777,26WA8779-10,26WA8779,3251,-,PL Artifact 2,,PROJECTILE POINT,1,3.4,Obsidian,Proximal fragment,21.9,20.2,25.7,5.2,,20,77,203,,9.5,,Great Basin Stemmed,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32778,26WA8779-10,26WA8779,3252,-,PL Artifact 3,,PROJECTILE POINT,1,3.1,Obsidian,Medial fragment,39.2,31.3,18.8,5.3,6.4,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32779,26WA8779-10,26WA8779,3253,-,PL Artifact 4,,PROJECTILE POINT,1,4.6,Obsidian,Proximal fragment,42,39.8,17.4,6.9,12.1,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32685,26WA8696-10,26WA8696,3137,NL,PL Artifact 1,Non-component,PROJECTILE POINT,1,4.7,Obsidian,Proximal fragment,23.7,11,28.8,8.6,22.4,,,,,,HBN,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32780,26WA8779-10,26WA8779,3254,-,PL Artifact 5,,PROJECTILE POINT,1,9.8,Obsidian,Proximal fragment,43.7,33.3,34.6,6.2,25,,,,,,,Great Basin Concave Base?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32781,26WA8779-10,26WA8779,3255,-,PL Artifact 6,,PROJECTILE POINT,1,3.8,Obsidian,Proximal fragment,27.4,26.8,20.1,6.6,10.5,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32844,26HU4945-10,26HU4945,3321,NL,PL Artifact 15,Non-component,PROJECTILE POINT,1,1.4,Obsidian,Nearly complete,23.8,21.5,14,4.8,6.3,,,,,,base incomplete,Humboldt?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32783,26WA8779-10,26WA8779,3257,-,PL Artifact 8,,PROJECTILE POINT,1,2.9,Obsidian,Proximal fragment,24.4,17.6,25.3,4.9,21,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32843,26HU4945-10,26HU4945,3320,NL,PL Artifact 12,Non-component,PROJECTILE POINT,1,0.3,Obsidian,Proximal fragment,15.2,10,10.4,2.6,5.7,6.2,143,165,,8.7,metrics say Rosegate,Desert Side-notched,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32827,26HU4944-10,26HU4944,3301,-,PL Artifact 2,,PROJECTILE POINT,1,1.2,Obsidian,Medial fragment,21.6,21.3,16.1,3.7,,9,,172,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32831,26WA8690-10,26WA8690,3308,NL,PL Artifact 1,Non-component,PROJECTILE POINT,1,3,Obsidian,Medial fragment,29.2,29.1,22.7,5.3,6.3,12.9,77,160,,8.2,,Contracting Stem Dart,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32832,26WA8690-10,26WA8690,3309,NL,PL Artifact 2,Non-component,PROJECTILE POINT,1,6.2,Obsidian,Proximal fragment,30.4,22.8,27.7,6.6,28.7,,,,,,,Great Basin Concave Base?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32833,26WA8690-10,26WA8690,3310,NL,PL Artifact 3,Non-component,PROJECTILE POINT,1,11.7,Obsidian,Nearly complete,58.4,58.4,25.4,8.4,20.1,5.8,92,222,,19.2,,Great Basin Stemmed,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32841,26HU4945-10,26HU4945,3318,NL,PL Artifact 9,Non-component,PROJECTILE POINT,1,0.4,Obsidian,Distal fragment,21.7,21.1,12.9,2.1,,4.6,,154,,,,Arrow-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32840,26HU4945-10,26HU4945,3317,NL,PL Artifact 8,Non-component,PROJECTILE POINT,1,0.4,Obsidian,Margin fragment,13.7,11.9,9.7,4.3,,4.5,,,,,,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32842,26HU4945-10,26HU4945,3319,NL,PL Artifact 11,Non-component,PROJECTILE POINT,1,2.3,Obsidian,Proximal fragment,24.6,19.6,16.3,6.5,13.8,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32850,26WA8648-10,26WA8648,3327,-,PL Artifact 1,Non-component,PROJECTILE POINT,1,1.9,Obsidian,Medial fragment,25.3,24.8,18.6,4.9,7.4,8.6,91,167,,2.6,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32853,26WA8609-10,26WA8609,3330,-,PL Artifact 1,,PROJECTILE POINT,1,3,Obsidian,Medial fragment,16.9,15.5,28.7,5.3,,11.2,136,158,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32859,26WA8604-10,26WA8604,3336,-,PL Artifact 1,Early Archaic,PROJECTILE POINT,1,3.1,Obsidian,Whole,50.2,49.1,14.4,5.2,8.2,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32861,26HU4945-10,26HU4945,3344,NL,PL Artifact 23,Non-component,PROJECTILE POINT,1,2.9,Obsidian,Proximal fragment,33.3,31.4,14.5,7.2,10.1,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32864,26WA8775-10,26WA8775,3357,A,PL Artifact 1,Non-component,PROJECTILE POINT,1,8.7,Obsidian,Proximal fragment,40.4,39.6,24.4,8.8,12.1,,87,,,40.4,,Great Basin Stemmed?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32866,26WA8775-10,26WA8775,3359,NL,PL Artifact 3,Non-component,PROJECTILE POINT,1,3.2,Obsidian,Medial fragment,32.3,30.8,21.5,5,12.5,12.6,102,165,,5.7,PSA rule,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33024,26WA8736-10,26WA8736,3456,A,PL Artifact 2,Non-component,PROJECTILE POINT,1,7.7,Obsidian,Proximal fragment,43.9,39.2,21.9,7.5,7,,,,,,,Dart-sized,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33025,26WA8736-10,26WA8736,3457,B,PL Artifact 3,Early Archaic (Locus B),PROJECTILE POINT,1,1.1,Obsidian,Proximal fragment,13.9,12.8,23.5,4,7.5,12.1,89,159,,4.2,,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33026,26WA8736-10,26WA8736,3458,B,PL Artifact 4,Early Archaic (Locus B),PROJECTILE POINT,1,7.1,Obsidian,Proximal fragment,35.5,26.8,26.5,7.2,16,,,,,,Shouldered? Gatecliff-like,Humboldt?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33051,26WA8704-10,26WA8704,3483,NL,PL Artifact 2,Non-component,PROJECTILE POINT,1,5.9,Obsidian,Proximal fragment,43.1,39.3,17.9,7.4,11.5,,,,,,,Humboldt?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33055,26WA8704-10,26WA8704,3487,NL,PL Artifact 3,Non-component,PROJECTILE POINT,1,3.5,Obsidian,Proximal fragment,37.1,36.6,17.7,5.7,10.9,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33037,26WA8921-10,26WA8921,3469,-,PL Artifact 1,Late Archaic,PROJECTILE POINT,1,0.9,Cryptocrystalline silicate,Proximal fragment,22.4,22.1,13.3,3.2,6.9,7.2,103,126,,5.6,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30738,26HU4791-10,26HU4791,722,NL,PL Artifact 3,Non-component,PROJECTILE POINT,1,0.5,Obsidian,Medial fragment,12.3,10.1,15.7,2.7,,,111,141,,,,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30866,26HU4869-10,26HU4869,964,-,PL Artifact 1,Non-component,PROJECTILE POINT,1,3,Obsidian,Medial fragment,19.7,16.9,25.4,5.5,8,18.9,93,193,,10.7,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30724,26WA8621-10,26WA8621,708,NL,PL Artifact 3,Non-component,PROJECTILE POINT,1,2.5,Obsidian,Proximal fragment,24.1,21.6,17.9,6,,,,,,,~orientation,Gatecliff,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31175,26HU4962-10,26HU4962,1316,NL,PL Artifact O,Non-component,PROJECTILE POINT,1,0.8,Obsidian,Margin fragment,18.6,17,13.6,3.4,,,,,,,,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31226,26HU4972-10,26HU4972,1367,C2,PL Artifact 3,Non-component,PROJECTILE POINT,1,1.6,Obsidian,Proximal fragment,24.5,20.3,19.4,4.6,9.9,10.1,104,166,,10.7,base incomplete,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31357,26HU4991-10,26HU4991,1498,-,PL Artifact 2,,PROJECTILE POINT,1,1.4,Obsidian,Margin fragment,27.7,19.4,14.6,4.5,5.8,11,106,208,,12.3,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32748,26WA8605-10,26WA8605,3209,NL,PL Artifact 5,Non-component,PROJECTILE POINT,1,2.3,Obsidian,Proximal fragment,27.4,24.3,22.8,5.3,11.8,9.6,118,152,,8.3,split stem/eared,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32860,26HU4945-10,26HU4945,3343,NL,PL Artifact 20,Non-component,PROJECTILE POINT,1,0.8,Obsidian,Medial fragment,15.9,15.6,15.9,3.4,10.6,12,91,177,,7,,Contracting Stem Dart,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33058,26WA8704-10,26WA8704,3490,NL,PL Artifact 4,Non-component,PROJECTILE POINT,1,3.7,Obsidian,Proximal fragment,34.4,29.9,22,5.6,4.3,,,,,,,Indeterminate,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33065,26WA8751-10,26WA8751,3497,-,PL Artifact 1,Non-component,PROJECTILE POINT,1,1.5,Obsidian,Medial fragment,24.8,22.9,19.3,3.9,9.5,12.9,135,196,,6.4,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33073,26EK11824-10,26EK11824,3505,NL,PL Artifact 3,,PROJECTILE POINT,1,5.1,Cryptocrystalline silicate,Whole,41.4,40.4,21.9,7.2,10.5,,,,41,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33076,26EK11824-10,26EK11824,3508,NL,PL Artifact 6,,PROJECTILE POINT,1,1.8,Cryptocrystalline silicate,Proximal fragment,30.2,26.4,13.4,4.2,13,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32982,26EK11792-10,26EK11792,131,A,PL Artifact 5,Early Archaic/Middle Archaic,PROJECTILE POINT,1,3.4,Cryptocrystalline silicate,Proximal fragment,25.6,24.2,20.2,5.8,12,13.6,75,207,,6.3,asymmetrical,Gatecliff?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32946,26EK12127-10,26EK12127,95,NL,PL Artifact 1,Middle Archaic,PROJECTILE POINT,1,5.7,Obsidian,Whole,38.5,37.8,21.6,7.8,12.5,,,,,,,Lanceolate,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32947,26EK12127-10,26EK12127,96,NL,PL Artifact 2,Middle Archaic,PROJECTILE POINT,1,4.8,Cryptocrystalline silicate,Proximal fragment,31.6,30.3,25.2,5.6,19.6,21,119,164,,8.8,one notch,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30478,26HU5272-10,26HU5272,296,NL,PL Artifact PA-04,Non-component,PROJECTILE POINT,1,1.4,Obsidian,Medial fragment,18.7,17.8,16.8,4.8,,7.9,,150,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30494,26HU5272-10,26HU5272,312,PL-X,PL Artifact PA-38,Non-component,PROJECTILE POINT,1,1.2,Obsidian,Whole,25.9,25.9,14,4.2,12.7,,,,20,,,Indeterminate,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30576,26HU5272-10,26HU5272,394,PL-T,PL Artifact PA-25,Non-component,PROJECTILE POINT,1,8,Obsidian,Medial fragment,39.7,39.5,23.1,8.2,,,,,,,,Dart-sized,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31073,26HU-ISO-10,26HU-ISO,1176,-,-,,PROJECTILE POINT,1,3.9,Obsidian,Medial fragment,25.5,25.4,21.9,6.8,10.4,13,65,196,,7,asymmetrical,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31208,26HU4969-10,26HU4969,1349,-,PL Artifact 1,Non-component,PROJECTILE POINT,1,1.3,Obsidian,Distal fragment,21.5,19.5,15.7,4.2,,12.2,72,190,,1.7,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31209,26HU4969-10,26HU4969,1350,-,PL Artifact 2,Non-component,PROJECTILE POINT,1,2.1,Obsidian,Medial fragment,29.7,25.6,20,4.7,,,119,213,,,"asymmetrical, ugly",Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31361,26HU4992-10,26HU4992,1502,NL,PL Artifact 44,Non-component,PROJECTILE POINT,1,2.8,Obsidian,Medial fragment,20.4,19.5,22.3,6.1,21.8,,,,,,,Great Basin Concave Base,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
31379,26HU4998-10,26HU4998,1521,A,PL Artifact 1,Non-component,PROJECTILE POINT,1,7.3,Obsidian,Proximal fragment,34.8,35.3,32,6.9,23.4,20.7,128,160,,12.3,one notch; unfinished?,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31666,26WA-ISO-10,26WA-ISO,1878,-,-,,PROJECTILE POINT,1,3.4,Obsidian,Medial fragment,27.3,23.7,27,5.1,17.4,16.9,113,164,,8.3,,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31526,26WA8621-10,26WA8621,1736,B,PL Biface 1,Early Archaic (Locus B),PROJECTILE POINT,1,3.6,Obsidian,Medial fragment,28.7,26.1,20.2,5.6,,,,,,,base incomplete,Humboldt?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32159,26EK11845-10,26EK11845,2578,NL,PL Artifact 4,,PROJECTILE POINT,1,2.5,Obsidian,Medial fragment,27.5,23.1,17.4,5.3,5.2,10.7,117,,,6.5,asymmetrical,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32185,26EK11848-10,26EK11848,2604,NL,PL Artifact 15,Non-component,PROJECTILE POINT,1,1.8,Cryptocrystalline silicate,Medial fragment,26.4,26.4,16.9,3.6,6.5,6.6,107,202,,,,Arrow-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32235,26EK12134-10,26EK12134,2654,B,PL Artifact 4,Non-component,PROJECTILE POINT,1,2.3,Cryptocrystalline silicate,Proximal fragment,19.6,18.8,18.9,4.7,14.2,,90,,,19.6,,Great Basin Stemmed,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
32257,26EK4983-10,26EK4983,2676,C1,PL Artifact 7,Middle Archaic (C1),PROJECTILE POINT,1,5.3,Cryptocrystalline silicate,Whole,33.1,29.6,27.1,5.5,20.7,18.2,110,215,,9.7,DSA rule,Elko?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32314,26WA8914-10,26WA8914,2733,NL,PL Artifact 1,Non-component,PROJECTILE POINT,1,14.5,Obsidian,Proximal fragment,66.9,66.7,28.4,7,9.6,,,,,,,Great Basin Stemmed?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32438,26WA8628-10,26WA8628,2868,NL,PL Artifact NL6,Non-component,PROJECTILE POINT,1,1.9,Obsidian,Nearly complete,28.5,28.5,20,4.4,7,10.9,99,162,,6.5,,Contracting Stem Dart,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32445,26WA8628-10,26WA8628,2875,NL,PL Artifact NL10,Non-component,PROJECTILE POINT,1,3.8,Obsidian,Medial fragment,28,25.4,22.6,5.6,,,,142,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32727,26WA8725-10,26WA8725,3188,A,PL Artifact A1,Non-component,PROJECTILE POINT,1,2.4,Obsidian,Medial fragment,20.6,20.2,23.1,4.4,,10.8,,165,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33075,26EK11824-10,26EK11824,3507,NL,PL Artifact 5,,PROJECTILE POINT,1,3.4,Cryptocrystalline silicate,Medial fragment,28.3,27.6,20.2,5.7,,,,,,,Notches on side look ambiguous/unfinished,Dart-sized,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32315,26WA8914-10,26WA8914,2734,C,PL Artifact 2,Paleoarchaic (Locus C),PROJECTILE POINT,1,7.9,Obsidian,Proximal fragment,46.4,45.6,18.6,7.3,14.9,,85,,,46.4,,Great Basin Stemmed,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
33023,26WA8736-10,26WA8736,3455,A,PL Artifact 1,Non-component,PROJECTILE POINT,1,1.3,Obsidian,Proximal fragment,19.7,16.4,18.9,3.6,10.4,12.8,92,151,,,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
76,26EK11905-11,26EK11905,1,-,Artifact 1,Non-component,PROJECTILE POINT,1,1.3,Cryptocrystalline silicate,Distal fragment,22.3,21.4,17.1,3.9,,,,,,173,,Indeterminate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
579,26EK11802-11,26EK11802,9,-,"SS 3, 000-005",Non-component,PROJECTILE POINT,1,0.8,Obsidian,Proximal fragment,11.1,8.8,20.5,3.6,20.5,,158,,,11.1,no NW.,Northern Side-notched?,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21403,26EK11808-11,26EK11808,3,A,Artifact 4,Middle Archaic (Locus A),PROJECTILE POINT,1,3.1,Obsidian,Proximal fragment,25.6,23.7,21,5.7,17.1,15.5,89,202,,9.1,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21404,26EK11808-11,26EK11808,4,A,Artifact 5,Middle Archaic (Locus A),PROJECTILE POINT,1,0.3,Obsidian,Proximal fragment,14.1,11.8,11.5,3.2,10.6,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21405,26EK11808-11,26EK11808,5,A,Artifact 6,Middle Archaic (Locus A),PROJECTILE POINT,1,0.8,Obsidian,Proximal fragment,17,13.6,12.7,3.7,10.2,,,,,,,Humboldt?,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21408,26EK11808-11,26EK11808,8,NL,Artifact 9,Non-component,PROJECTILE POINT,1,0.8,Obsidian,Proximal fragment,10.8,6.6,18.1,4.3,16.2,,,,,,,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21413,26EK11808-11,26EK11808,13,B,Artifact 14,Non-component,PROJECTILE POINT,1,1.9,Obsidian,Proximal fragment,24.4,22.4,14.8,4.7,10.1,,,,,,shouldered/waisted,Humboldt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21456,26EK11808-11,26EK11808,31,A,Artifact 32,Middle Archaic (Locus A),PROJECTILE POINT,1,1.6,Obsidian,Proximal fragment,19.3,17.3,17.5,4.7,15.6,12.5,131,218,,7.9,,Dart-sized,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21461,26EK11808-11,26EK11808,34,NL,Artifact 35,Non-component,PROJECTILE POINT,1,2.7,Obsidian,Proximal fragment,27.1,19.4,22.7,5.1,13.3,13.6,90,215,,12.5,,Gatecliff,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21487,26EK11808-11,26EK11808,50,NL,Artifact 51,Non-component,PROJECTILE POINT,1,2.2,Obsidian,Proximal fragment,21.5,18,21.2,4.6,14.3,12.3,122,192,,10.1,PSA on other side OK,Gatecliff,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21728,26EK11808-11,26EK11808,169,A,"CU 5, 020-030",Middle Archaic (Locus A),PROJECTILE POINT,1,2.2,Obsidian,Nearly complete,25.8,25.7,21.9,4.5,11.6,12.6,135,194,,9.8,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21834,26EK11808-11,26EK11808,218,B,"CU 9, 010-020",Non-component,PROJECTILE POINT,1,1.1,Obsidian,Proximal fragment,22.6,22.5,17.5,3.3,5.5,6.9,134,139,,5.4,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22046,26EK11808-11,26EK11808,302,B,"CU 12, 020-030",Non-component,PROJECTILE POINT,1,2.5,Obsidian,Nearly complete,31.5,30.1,19.3,4.8,11.4,10.6,120,175,,7.5,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22122,26EK11808-11,26EK11808,327,B,"CU 13, 020-030",Non-component,PROJECTILE POINT,1,1.5,Cryptocrystalline silicate,Nearly complete,34.5,34,14.9,3.2,8.2,6.2,115,189,,4.8,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22185,26EK11808-11,26EK11808,345,B,"CU 14, 010-020",Non-component,PROJECTILE POINT,1,2.2,Cryptocrystalline silicate,Proximal fragment,17,15.4,24.5,5.8,19,14.1,126,173,,10.6,,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22377,26EK11808-11,26EK11808,369,B,"CU 15, 010-020",Non-component,PROJECTILE POINT,1,1,Cryptocrystalline silicate,Proximal fragment,23.4,23.3,10.2,3.3,5.9,5.3,97,183,,7.2,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22467,26EK11808-11,26EK11808,405,B,"CU 17, 000-010",Non-component,PROJECTILE POINT,1,0.7,Cryptocrystalline silicate,Nearly complete,24.6,24.3,14.9,2.5,6.5,5.2,101,126,,4.8,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22639,26EK11808-11,26EK11808,469,B,"CU 21, 020-030",Non-component,PROJECTILE POINT,1,2.6,Obsidian,Proximal fragment,26.6,22.4,23.9,5,12.9,12.1,109,150,,6.4,PSA close to 110,Elko,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22647,26EK11808-11,26EK11808,474,A,"CU 23, 000-010",Middle Archaic (Locus A),PROJECTILE POINT,1,1,Cryptocrystalline silicate,Nearly complete,30.7,30.7,13.5,3.4,6.2,7.7,102,133,,5.5,,Rosegate,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
